dist_img,ref_img,dmos,var,type,level
I01_10_01.png,I01.png,4.37,0.657,10,1
I01_10_02.png,I01.png,3.93,0.854,10,2
I01_10_03.png,I01.png,3.77,0.803,10,3
I01_10_04.png,I01.png,1.58,0.555,10,4
I01_10_05.png,I01.png,1.17,0.373,10,5
I02_10_01.png,I02.png,4.6,0.554,10,1
I02_10_02.png,I02.png,4.33,0.596,10,2
I02_10_03.png,I02.png,4.13,0.718,10,3
I02_10_04.png,I02.png,2.6,1.281,10,4
I02_10_05.png,I02.png,1.6,0.757,10,5
I03_10_01.png,I03.png,4.47,0.67,10,1
I03_10_02.png,I03.png,4.17,0.898,10,2
I03_10_03.png,I03.png,3.7,1.005,10,3
I03_10_04.png,I03.png,2.23,0.667,10,4
I03_10_05.png,I03.png,1.53,0.718,10,5
I04_10_01.png,I04.png,4.27,0.727,10,1
I04_10_02.png,I04.png,4.1,0.597,10,2
I04_10_03.png,I04.png,3.87,0.562,10,3
I04_10_04.png,I04.png,1.87,0.67,10,4
I04_10_05.png,I04.png,1.23,0.423,10,5
I05_10_01.png,I05.png,4.43,0.716,10,1
I05_10_02.png,I05.png,4.4,0.554,10,2
I05_10_03.png,I05.png,4.3,0.737,10,3
I05_10_04.png,I05.png,2.47,1.284,10,4
I05_10_05.png,I05.png,1.27,0.512,10,5
I06_10_01.png,I06.png,4.6,0.49,10,1
I06_10_02.png,I06.png,4.47,0.718,10,2
I06_10_03.png,I06.png,4.33,0.65,10,3
I06_10_04.png,I06.png,1.6,0.611,10,4
I06_10_05.png,I06.png,1.23,0.423,10,5
I07_10_01.png,I07.png,4.1,0.651,10,1
I07_10_02.png,I07.png,3.87,0.884,10,2
I07_10_03.png,I07.png,3.87,0.921,10,3
I07_10_04.png,I07.png,1.6,0.554,10,4
I07_10_05.png,I07.png,1.23,0.423,10,5
I08_10_01.png,I08.png,4.57,0.616,10,1
I08_10_02.png,I08.png,4.3,0.586,10,2
I08_10_03.png,I08.png,3.83,1.035,10,3
I08_10_04.png,I08.png,1.5,0.5,10,4
I08_10_05.png,I08.png,1.2,0.4,10,5
I09_10_01.png,I09.png,3.93,0.854,10,1
I09_10_02.png,I09.png,4.37,0.547,10,2
I09_10_03.png,I09.png,3.67,0.83,10,3
I09_10_04.png,I09.png,1.93,0.854,10,4
I09_10_05.png,I09.png,1.23,0.496,10,5
I10_10_01.png,I10.png,4.07,0.573,10,1
I10_10_02.png,I10.png,4.23,0.559,10,2
I10_10_03.png,I10.png,3.4,0.8,10,3
I10_10_04.png,I10.png,1.57,0.496,10,4
I10_10_05.png,I10.png,1.17,0.373,10,5
I11_10_01.png,I11.png,4.43,0.667,10,1
I11_10_02.png,I11.png,4.17,0.687,10,2
I11_10_03.png,I11.png,4.03,0.752,10,3
I11_10_04.png,I11.png,1.63,0.657,10,4
I11_10_05.png,I11.png,1.16,0.368,10,5
I12_10_01.png,I12.png,4.5,0.719,10,1
I12_10_02.png,I12.png,4.3,0.737,10,2
I12_10_03.png,I12.png,4.0,0.73,10,3
I12_10_04.png,I12.png,2.66,1.049,10,4
I12_10_05.png,I12.png,1.93,0.629,10,5
I13_10_01.png,I13.png,4.67,0.537,10,1
I13_10_02.png,I13.png,4.53,0.618,10,2
I13_10_03.png,I13.png,3.8,0.945,10,3
I13_10_04.png,I13.png,2.03,0.836,10,4
I13_10_05.png,I13.png,1.57,0.559,10,5
I14_10_01.png,I14.png,4.3,0.781,10,1
I14_10_02.png,I14.png,4.33,0.65,10,2
I14_10_03.png,I14.png,3.73,0.964,10,3
I14_10_04.png,I14.png,2.2,0.653,10,4
I14_10_05.png,I14.png,1.37,0.706,10,5
I15_10_01.png,I15.png,4.0,0.775,10,1
I15_10_02.png,I15.png,4.2,0.702,10,2
I15_10_03.png,I15.png,3.67,0.789,10,3
I15_10_04.png,I15.png,1.77,0.803,10,4
I15_10_05.png,I15.png,1.33,0.471,10,5
I16_10_01.png,I16.png,4.0,0.816,10,1
I16_10_02.png,I16.png,4.23,0.761,10,2
I16_10_03.png,I16.png,3.9,0.651,10,3
I16_10_04.png,I16.png,2.03,0.752,10,4
I16_10_05.png,I16.png,1.4,0.611,10,5
I17_10_01.png,I17.png,4.47,0.618,10,1
I17_10_02.png,I17.png,4.43,0.667,10,2
I17_10_03.png,I17.png,4.37,0.657,10,3
I17_10_04.png,I17.png,2.47,0.957,10,4
I17_10_05.png,I17.png,1.2,0.4,10,5
I18_10_01.png,I18.png,4.07,0.772,10,1
I18_10_02.png,I18.png,3.6,0.917,10,2
I18_10_03.png,I18.png,3.1,0.79,10,3
I18_10_04.png,I18.png,1.67,0.537,10,4
I18_10_05.png,I18.png,1.17,0.373,10,5
I19_10_01.png,I19.png,4.0,0.931,10,1
I19_10_02.png,I19.png,3.87,0.884,10,2
I19_10_03.png,I19.png,3.87,0.975,10,3
I19_10_04.png,I19.png,2.03,0.706,10,4
I19_10_05.png,I19.png,1.3,0.526,10,5
I20_10_01.png,I20.png,4.13,0.499,10,1
I20_10_02.png,I20.png,3.9,0.79,10,2
I20_10_03.png,I20.png,3.53,0.921,10,3
I20_10_04.png,I20.png,1.67,0.699,10,4
I20_10_05.png,I20.png,1.23,0.496,10,5
I21_10_01.png,I21.png,4.23,0.716,10,1
I21_10_02.png,I21.png,3.9,0.87,10,2
I21_10_03.png,I21.png,3.53,0.991,10,3
I21_10_04.png,I21.png,1.93,0.929,10,4
I21_10_05.png,I21.png,1.17,0.453,10,5
I22_10_01.png,I22.png,4.47,0.763,10,1
I22_10_02.png,I22.png,4.43,0.883,10,2
I22_10_03.png,I22.png,4.03,0.875,10,3
I22_10_04.png,I22.png,1.83,0.86,10,4
I22_10_05.png,I22.png,1.47,0.499,10,5
I23_10_01.png,I23.png,4.57,0.496,10,1
I23_10_02.png,I23.png,4.4,0.663,10,2
I23_10_03.png,I23.png,4.13,0.718,10,3
I23_10_04.png,I23.png,2.57,0.883,10,4
I23_10_05.png,I23.png,1.7,0.458,10,5
I24_10_01.png,I24.png,4.47,0.763,10,1
I24_10_02.png,I24.png,4.3,0.69,10,2
I24_10_03.png,I24.png,3.97,1.016,10,3
I24_10_04.png,I24.png,1.9,0.651,10,4
I24_10_05.png,I24.png,1.57,0.559,10,5
I25_10_01.png,I25.png,4.53,0.562,10,1
I25_10_02.png,I25.png,4.63,0.547,10,2
I25_10_03.png,I25.png,4.3,0.862,10,3
I25_10_04.png,I25.png,1.6,0.611,10,4
I25_10_05.png,I25.png,1.07,0.249,10,5
I26_10_01.png,I26.png,4.6,0.611,10,1
I26_10_02.png,I26.png,4.1,0.7,10,2
I26_10_03.png,I26.png,3.93,0.814,10,3
I26_10_04.png,I26.png,2.53,0.763,10,4
I26_10_05.png,I26.png,1.5,0.719,10,5
I27_10_01.png,I27.png,3.97,0.657,10,1
I27_10_02.png,I27.png,3.9,0.597,10,2
I27_10_03.png,I27.png,3.57,0.92,10,3
I27_10_04.png,I27.png,1.67,0.65,10,4
I27_10_05.png,I27.png,1.47,0.499,10,5
I28_10_01.png,I28.png,4.23,0.761,10,1
I28_10_02.png,I28.png,4.13,0.991,10,2
I28_10_03.png,I28.png,3.8,0.833,10,3
I28_10_04.png,I28.png,2.03,0.657,10,4
I28_10_05.png,I28.png,1.3,0.526,10,5
I29_10_01.png,I29.png,4.53,0.618,10,1
I29_10_02.png,I29.png,4.33,0.699,10,2
I29_10_03.png,I29.png,3.63,0.795,10,3
I29_10_04.png,I29.png,2.0,0.775,10,4
I29_10_05.png,I29.png,1.3,0.526,10,5
I30_10_01.png,I30.png,4.53,0.562,10,1
I30_10_02.png,I30.png,4.47,0.499,10,2
I30_10_03.png,I30.png,4.37,0.605,10,3
I30_10_04.png,I30.png,1.77,0.489,10,4
I30_10_05.png,I30.png,1.23,0.423,10,5
I31_10_01.png,I31.png,4.63,0.482,10,1
I31_10_02.png,I31.png,4.63,0.482,10,2
I31_10_03.png,I31.png,4.27,0.772,10,3
I31_10_04.png,I31.png,2.03,0.795,10,4
I31_10_05.png,I31.png,1.67,0.789,10,5
I32_10_01.png,I32.png,4.03,0.605,10,1
I32_10_02.png,I32.png,3.97,0.752,10,2
I32_10_03.png,I32.png,3.27,0.998,10,3
I32_10_04.png,I32.png,1.7,0.823,10,4
I32_10_05.png,I32.png,1.23,0.423,10,5
I33_10_01.png,I33.png,3.9,0.943,10,1
I33_10_02.png,I33.png,4.1,0.87,10,2
I33_10_03.png,I33.png,3.6,0.757,10,3
I33_10_04.png,I33.png,1.47,0.562,10,4
I33_10_05.png,I33.png,1.3,0.458,10,5
I34_10_01.png,I34.png,4.5,0.806,10,1
I34_10_02.png,I34.png,4.5,0.671,10,2
I34_10_03.png,I34.png,3.8,0.792,10,3
I34_10_04.png,I34.png,1.53,0.763,10,4
I34_10_05.png,I34.png,1.17,0.373,10,5
I35_10_01.png,I35.png,4.53,0.618,10,1
I35_10_02.png,I35.png,4.43,0.496,10,2
I35_10_03.png,I35.png,4.07,0.727,10,3
I35_10_04.png,I35.png,1.8,0.792,10,4
I35_10_05.png,I35.png,1.47,0.562,10,5
I36_10_01.png,I36.png,4.33,0.699,10,1
I36_10_02.png,I36.png,4.43,0.716,10,2
I36_10_03.png,I36.png,4.17,0.898,10,3
I36_10_04.png,I36.png,2.07,1.093,10,4
I36_10_05.png,I36.png,1.43,0.559,10,5
I37_10_01.png,I37.png,4.03,0.795,10,1
I37_10_02.png,I37.png,3.9,0.651,10,2
I37_10_03.png,I37.png,3.53,0.921,10,3
I37_10_04.png,I37.png,1.77,0.92,10,4
I37_10_05.png,I37.png,1.13,0.335,10,5
I38_10_01.png,I38.png,4.2,0.748,10,1
I38_10_02.png,I38.png,4.32,0.736,10,2
I38_10_03.png,I38.png,3.2,0.909,10,3
I38_10_04.png,I38.png,1.77,0.667,10,4
I38_10_05.png,I38.png,1.17,0.373,10,5
I39_10_01.png,I39.png,4.5,0.563,10,1
I39_10_02.png,I39.png,4.53,0.562,10,2
I39_10_03.png,I39.png,4.07,0.772,10,3
I39_10_04.png,I39.png,2.13,0.718,10,4
I39_10_05.png,I39.png,1.43,0.496,10,5
I40_10_01.png,I40.png,4.2,0.792,10,1
I40_10_02.png,I40.png,4.2,0.792,10,2
I40_10_03.png,I40.png,3.97,0.795,10,3
I40_10_04.png,I40.png,2.5,1.088,10,4
I40_10_05.png,I40.png,1.57,0.559,10,5
I41_10_01.png,I41.png,4.6,0.49,10,1
I41_10_02.png,I41.png,4.17,0.687,10,2
I41_10_03.png,I41.png,4.03,0.948,10,3
I41_10_04.png,I41.png,1.77,0.667,10,4
I41_10_05.png,I41.png,1.17,0.373,10,5
I42_10_01.png,I42.png,4.3,0.586,10,1
I42_10_02.png,I42.png,4.33,0.537,10,2
I42_10_03.png,I42.png,3.8,0.792,10,3
I42_10_04.png,I42.png,2.3,0.69,10,4
I42_10_05.png,I42.png,1.43,0.496,10,5
I43_10_01.png,I43.png,4.67,0.471,10,1
I43_10_02.png,I43.png,4.6,0.49,10,2
I43_10_03.png,I43.png,4.33,0.699,10,3
I43_10_04.png,I43.png,2.07,0.854,10,4
I43_10_05.png,I43.png,1.67,0.907,10,5
I44_10_01.png,I44.png,4.53,0.499,10,1
I44_10_02.png,I44.png,4.4,0.712,10,2
I44_10_03.png,I44.png,3.87,0.846,10,3
I44_10_04.png,I44.png,2.33,1.164,10,4
I44_10_05.png,I44.png,1.37,0.547,10,5
I45_10_01.png,I45.png,4.1,0.7,10,1
I45_10_02.png,I45.png,4.06,0.759,10,2
I45_10_03.png,I45.png,3.58,1.009,10,3
I45_10_04.png,I45.png,1.53,0.562,10,4
I45_10_05.png,I45.png,1.13,0.34,10,5
I46_10_01.png,I46.png,4.67,0.537,10,1
I46_10_02.png,I46.png,4.43,0.559,10,2
I46_10_03.png,I46.png,4.13,1.024,10,3
I46_10_04.png,I46.png,2.03,0.752,10,4
I46_10_05.png,I46.png,1.4,0.49,10,5
I47_10_01.png,I47.png,4.37,0.752,10,1
I47_10_02.png,I47.png,4.3,0.862,10,2
I47_10_03.png,I47.png,3.87,0.806,10,3
I47_10_04.png,I47.png,1.93,0.68,10,4
I47_10_05.png,I47.png,1.3,0.458,10,5
I48_10_01.png,I48.png,4.7,0.458,10,1
I48_10_02.png,I48.png,4.5,0.847,10,2
I48_10_03.png,I48.png,4.17,0.82,10,3
I48_10_04.png,I48.png,1.8,0.833,10,4
I48_10_05.png,I48.png,1.17,0.373,10,5
I49_10_01.png,I49.png,4.57,0.496,10,1
I49_10_02.png,I49.png,4.47,0.562,10,2
I49_10_03.png,I49.png,4.3,0.823,10,3
I49_10_04.png,I49.png,1.8,0.702,10,4
I49_10_05.png,I49.png,1.37,0.482,10,5
I50_10_01.png,I50.png,4.17,0.582,10,1
I50_10_02.png,I50.png,4.4,0.663,10,2
I50_10_03.png,I50.png,4.03,0.795,10,3
I50_10_04.png,I50.png,2.27,0.772,10,4
I50_10_05.png,I50.png,1.1,0.3,10,5
I51_10_01.png,I51.png,4.2,0.748,10,1
I51_10_02.png,I51.png,4.13,0.67,10,2
I51_10_03.png,I51.png,3.67,0.869,10,3
I51_10_04.png,I51.png,1.7,0.69,10,4
I51_10_05.png,I51.png,1.23,0.423,10,5
I52_10_01.png,I52.png,3.93,0.629,10,1
I52_10_02.png,I52.png,3.7,1.038,10,2
I52_10_03.png,I52.png,3.37,0.836,10,3
I52_10_04.png,I52.png,1.7,0.737,10,4
I52_10_05.png,I52.png,1.2,0.4,10,5
I53_10_01.png,I53.png,4.57,0.616,10,1
I53_10_02.png,I53.png,4.53,0.718,10,2
I53_10_03.png,I53.png,3.53,0.884,10,3
I53_10_04.png,I53.png,1.83,0.778,10,4
I53_10_05.png,I53.png,1.27,0.442,10,5
I54_10_01.png,I54.png,4.23,0.667,10,1
I54_10_02.png,I54.png,4.3,0.586,10,2
I54_10_03.png,I54.png,3.6,0.917,10,3
I54_10_04.png,I54.png,2.0,0.816,10,4
I54_10_05.png,I54.png,1.27,0.512,10,5
I55_10_01.png,I55.png,4.23,0.716,10,1
I55_10_02.png,I55.png,4.37,0.795,10,2
I55_10_03.png,I55.png,4.27,0.573,10,3
I55_10_04.png,I55.png,1.87,0.67,10,4
I55_10_05.png,I55.png,1.23,0.418,10,5
I56_10_01.png,I56.png,4.55,0.498,10,1
I56_10_02.png,I56.png,4.13,0.921,10,2
I56_10_03.png,I56.png,3.83,0.934,10,3
I56_10_04.png,I56.png,1.67,0.596,10,4
I56_10_05.png,I56.png,1.2,0.4,10,5
I57_10_01.png,I57.png,4.23,0.616,10,1
I57_10_02.png,I57.png,4.23,0.803,10,2
I57_10_03.png,I57.png,3.83,0.969,10,3
I57_10_04.png,I57.png,2.23,1.116,10,4
I57_10_05.png,I57.png,1.37,0.482,10,5
I58_10_01.png,I58.png,4.03,0.795,10,1
I58_10_02.png,I58.png,4.17,0.86,10,2
I58_10_03.png,I58.png,3.3,0.936,10,3
I58_10_04.png,I58.png,1.8,0.542,10,4
I58_10_05.png,I58.png,1.53,0.806,10,5
I59_10_01.png,I59.png,4.77,0.418,10,1
I59_10_02.png,I59.png,4.77,0.423,10,2
I59_10_03.png,I59.png,4.5,0.671,10,3
I59_10_04.png,I59.png,2.5,1.025,10,4
I59_10_05.png,I59.png,1.47,0.562,10,5
I60_10_01.png,I60.png,4.57,0.667,10,1
I60_10_02.png,I60.png,4.37,0.752,10,2
I60_10_03.png,I60.png,4.16,0.766,10,3
I60_10_04.png,I60.png,2.43,1.086,10,4
I60_10_05.png,I60.png,1.47,0.618,10,5
I61_10_01.png,I61.png,4.27,0.772,10,1
I61_10_02.png,I61.png,4.1,0.746,10,2
I61_10_03.png,I61.png,3.63,0.836,10,3
I61_10_04.png,I61.png,1.93,0.573,10,4
I61_10_05.png,I61.png,1.47,0.562,10,5
I62_10_01.png,I62.png,4.23,0.803,10,1
I62_10_02.png,I62.png,4.23,0.803,10,2
I62_10_03.png,I62.png,3.93,0.814,10,3
I62_10_04.png,I62.png,1.77,0.667,10,4
I62_10_05.png,I62.png,1.47,0.718,10,5
I63_10_01.png,I63.png,4.07,0.892,10,1
I63_10_02.png,I63.png,4.3,0.781,10,2
I63_10_03.png,I63.png,3.9,0.79,10,3
I63_10_04.png,I63.png,2.33,0.699,10,4
I63_10_05.png,I63.png,1.7,0.737,10,5
I64_10_01.png,I64.png,4.23,0.616,10,1
I64_10_02.png,I64.png,3.93,0.854,10,2
I64_10_03.png,I64.png,3.97,0.657,10,3
I64_10_04.png,I64.png,2.13,0.884,10,4
I64_10_05.png,I64.png,1.4,0.554,10,5
