dist_img,ref_img,dmos,var,type,level
I01_06_01.png,I01.png,4.23,0.761,6,1
I01_06_02.png,I01.png,4.4,0.554,6,2
I01_06_03.png,I01.png,3.9,0.943,6,3
I01_06_04.png,I01.png,2.9,0.831,6,4
I01_06_05.png,I01.png,2.27,0.929,6,5
I02_06_01.png,I02.png,4.2,0.872,6,1
I02_06_02.png,I02.png,4.07,0.727,6,2
I02_06_03.png,I02.png,3.97,0.948,6,3
I02_06_04.png,I02.png,3.7,0.936,6,4
I02_06_05.png,I02.png,2.63,0.983,6,5
I03_06_01.png,I03.png,4.0,0.856,6,1
I03_06_02.png,I03.png,3.8,1.013,6,2
I03_06_03.png,I03.png,3.33,1.011,6,3
I03_06_04.png,I03.png,2.83,0.934,6,4
I03_06_05.png,I03.png,1.77,0.667,6,5
I04_06_01.png,I04.png,4.37,0.875,6,1
I04_06_02.png,I04.png,4.43,0.667,6,2
I04_06_03.png,I04.png,3.83,1.035,6,3
I04_06_04.png,I04.png,3.47,0.846,6,4
I04_06_05.png,I04.png,2.73,0.854,6,5
I05_06_01.png,I05.png,4.33,0.699,6,1
I05_06_02.png,I05.png,4.37,0.605,6,2
I05_06_03.png,I05.png,4.27,0.727,6,3
I05_06_04.png,I05.png,3.63,0.983,6,4
I05_06_05.png,I05.png,2.9,1.136,6,5
I06_06_01.png,I06.png,4.4,0.663,6,1
I06_06_02.png,I06.png,3.73,0.929,6,2
I06_06_03.png,I06.png,3.87,0.846,6,3
I06_06_04.png,I06.png,3.33,0.83,6,4
I06_06_05.png,I06.png,2.4,0.917,6,5
I07_06_01.png,I07.png,3.73,0.929,6,1
I07_06_02.png,I07.png,4.06,0.914,6,2
I07_06_03.png,I07.png,3.77,0.955,6,3
I07_06_04.png,I07.png,3.0,1.095,6,4
I07_06_05.png,I07.png,1.8,0.6,6,5
I08_06_01.png,I08.png,3.77,0.716,6,1
I08_06_02.png,I08.png,3.8,0.748,6,2
I08_06_03.png,I08.png,3.27,1.181,6,3
I08_06_04.png,I08.png,2.8,0.909,6,4
I08_06_05.png,I08.png,2.07,0.772,6,5
I09_06_01.png,I09.png,3.9,0.651,6,1
I09_06_02.png,I09.png,3.83,0.778,6,2
