dist_img,ref_img,dmos,var,type,level
I01_15_01.png,I01.png,3.57,0.989,15,1
I01_15_02.png,I01.png,2.63,0.912,15,2
I01_15_03.png,I01.png,1.77,0.607,15,3
I01_15_04.png,I01.png,1.4,0.49,15,4
I01_15_05.png,I01.png,1.33,0.471,15,5
I02_15_01.png,I02.png,3.57,0.883,15,1
I02_15_02.png,I02.png,2.77,0.716,15,2
I02_15_03.png,I02.png,2.03,0.795,15,3
I02_15_04.png,I02.png,1.5,0.563,15,4
I02_15_05.png,I02.png,1.5,0.671,15,5
I03_15_01.png,I03.png,4.13,0.763,15,1
I03_15_02.png,I03.png,3.3,1.038,15,2
I03_15_03.png,I03.png,2.53,0.806,15,3
I03_15_04.png,I03.png,1.9,0.597,15,4
I03_15_05.png,I03.png,1.43,0.559,15,5
I04_15_01.png,I04.png,3.8,0.702,15,1
I04_15_02.png,I04.png,2.7,0.862,15,2
I04_15_03.png,I04.png,2.23,0.761,15,3
I04_15_04.png,I04.png,1.67,0.471,15,4
I04_15_05.png,I04.png,1.27,0.512,15,5
I05_15_01.png,I05.png,3.5,0.885,15,1
I05_15_02.png,I05.png,2.7,0.971,15,2
I05_15_03.png,I05.png,2.17,0.82,15,3
I05_15_04.png,I05.png,1.87,0.884,15,4
I05_15_05.png,I05.png,1.47,0.562,15,5
I06_15_01.png,I06.png,3.23,0.955,15,1
I06_15_02.png,I06.png,2.97,0.948,15,2
I06_15_03.png,I06.png,2.5,0.922,15,3
I06_15_04.png,I06.png,1.57,0.559,15,4
I06_15_05.png,I06.png,1.37,0.605,15,5
I07_15_01.png,I07.png,3.2,0.909,15,1
I07_15_02.png,I07.png,2.27,0.814,15,2
I07_15_03.png,I07.png,1.77,0.616,15,3
I07_15_04.png,I07.png,1.47,0.562,15,4
I07_15_05.png,I07.png,1.37,0.482,15,5
I08_15_01.png,I08.png,3.8,0.748,15,1
I08_15_02.png,I08.png,2.53,0.763,15,2
I08_15_03.png,I08.png,2.03,0.605,15,3
I08_15_04.png,I08.png,1.63,0.605,15,4
I08_15_05.png,I08.png,1.53,0.499,15,5
I09_15_01.png,I09.png,3.37,1.016,15,1
I09_15_02.png,I09.png,2.57,0.883,15,2
I09_15_03.png,I09.png,2.23,0.761,15,3
I09_15_04.png,I09.png,1.6,0.8,15,4
I09_15_05.png,I09.png,1.5,0.619,15,5
I10_15_01.png,I10.png,3.6,0.712,15,1
I10_15_02.png,I10.png,2.3,0.781,15,2
I10_15_03.png,I10.png,2.03,0.595,15,3
I10_15_04.png,I10.png,1.63,0.482,15,4
I10_15_05.png,I10.png,1.37,0.547,15,5
I11_15_01.png,I11.png,3.13,0.763,15,1
I11_15_02.png,I11.png,2.23,0.667,15,2
I11_15_03.png,I11.png,1.73,0.892,15,3
I11_15_04.png,I11.png,1.37,0.657,15,4
I11_15_05.png,I11.png,1.43,0.559,15,5
I12_15_01.png,I12.png,3.37,0.875,15,1
I12_15_02.png,I12.png,2.57,0.803,15,2
I12_15_03.png,I12.png,2.2,0.702,15,3
I12_15_04.png,I12.png,1.87,0.618,15,4
I12_15_05.png,I12.png,1.7,0.69,15,5
I13_15_01.png,I13.png,4.1,0.651,15,1
I13_15_02.png,I13.png,3.0,0.856,15,2
I13_15_03.png,I13.png,2.57,0.667,15,3
I13_15_04.png,I13.png,1.9,0.539,15,4
I13_15_05.png,I13.png,1.9,0.651,15,5
I14_15_01.png,I14.png,3.37,0.875,15,1
I14_15_02.png,I14.png,3.03,0.983,15,2
I14_15_03.png,I14.png,2.43,0.803,15,3
I14_15_04.png,I14.png,1.83,0.734,15,4
I14_15_05.png,I14.png,1.63,0.706,15,5
I15_15_01.png,I15.png,3.53,0.718,15,1
I15_15_02.png,I15.png,2.57,0.844,15,2
I15_15_03.png,I15.png,1.93,0.727,15,3
I15_15_04.png,I15.png,1.7,0.64,15,4
I15_15_05.png,I15.png,1.4,0.49,15,5
I16_15_01.png,I16.png,3.37,1.016,15,1
I16_15_02.png,I16.png,2.4,0.712,15,2
I16_15_03.png,I16.png,2.03,0.795,15,3
I16_15_04.png,I16.png,1.23,0.496,15,4
I16_15_05.png,I16.png,1.27,0.442,15,5
I17_15_01.png,I17.png,3.67,0.789,15,1
I17_15_02.png,I17.png,3.22,0.78,15,2
I17_15_03.png,I17.png,2.63,0.795,15,3
I17_15_04.png,I17.png,1.87,0.499,15,4
I17_15_05.png,I17.png,1.5,0.563,15,5
I18_15_01.png,I18.png,3.03,0.822,15,1
I18_15_02.png,I18.png,2.47,0.67,15,2
I18_15_03.png,I18.png,2.1,0.651,15,3
I18_15_04.png,I18.png,1.5,0.619,15,4
I18_15_05.png,I18.png,1.53,0.718,15,5
I19_15_01.png,I19.png,3.93,1.031,15,1
I19_15_02.png,I19.png,3.0,0.856,15,2
I19_15_03.png,I19.png,2.87,0.957,15,3
I19_15_04.png,I19.png,1.87,0.763,15,4
I19_15_05.png,I19.png,1.6,0.49,15,5
I20_15_01.png,I20.png,3.47,0.763,15,1
I20_15_02.png,I20.png,2.33,0.596,15,2
I20_15_03.png,I20.png,1.87,0.67,15,3
I20_15_04.png,I20.png,1.67,0.699,15,4
I20_15_05.png,I20.png,1.17,0.373,15,5
I21_15_01.png,I21.png,3.4,0.8,15,1
I21_15_02.png,I21.png,2.1,0.597,15,2
I21_15_03.png,I21.png,1.87,0.562,15,3
I21_15_04.png,I21.png,1.4,0.49,15,4
I21_15_05.png,I21.png,1.33,0.471,15,5
I22_15_01.png,I22.png,3.5,0.957,15,1
I22_15_02.png,I22.png,2.53,0.67,15,2
I22_15_03.png,I22.png,2.27,0.68,15,3
I22_15_04.png,I22.png,1.97,0.605,15,4
I22_15_05.png,I22.png,1.53,0.562,15,5
I23_15_01.png,I23.png,3.97,0.795,15,1
I23_15_02.png,I23.png,3.27,0.814,15,2
I23_15_03.png,I23.png,2.53,0.806,15,3
I23_15_04.png,I23.png,1.71,0.811,15,4
I23_15_05.png,I23.png,1.67,0.596,15,5
I24_15_01.png,I24.png,3.47,1.056,15,1
I24_15_02.png,I24.png,2.43,1.023,15,2
I24_15_03.png,I24.png,1.9,0.597,15,3
I24_15_04.png,I24.png,1.53,0.618,15,4
I24_15_05.png,I24.png,1.67,0.537,15,5
I25_15_01.png,I25.png,3.63,0.948,15,1
I25_15_02.png,I25.png,2.53,0.806,15,2
I25_15_03.png,I25.png,1.97,0.795,15,3
I25_15_04.png,I25.png,1.2,0.4,15,4
I25_15_05.png,I25.png,1.3,0.458,15,5
I26_15_01.png,I26.png,3.87,0.921,15,1
I26_15_02.png,I26.png,3.43,0.883,15,2
I26_15_03.png,I26.png,2.5,0.764,15,3
I26_15_04.png,I26.png,2.07,0.814,15,4
I26_15_05.png,I26.png,1.47,0.562,15,5
I27_15_01.png,I27.png,3.77,0.989,15,1
I27_15_02.png,I27.png,2.4,0.757,15,2
I27_15_03.png,I27.png,2.13,0.763,15,3
I27_15_04.png,I27.png,1.77,0.423,15,4
I27_15_05.png,I27.png,1.52,0.561,15,5
I28_15_01.png,I28.png,3.53,0.763,15,1
I28_15_02.png,I28.png,3.13,0.957,15,2
I28_15_03.png,I28.png,2.27,0.68,15,3
I28_15_04.png,I28.png,1.77,0.616,15,4
I28_15_05.png,I28.png,1.57,0.496,15,5
I29_15_01.png,I29.png,3.87,0.763,15,1
I29_15_02.png,I29.png,2.73,0.854,15,2
I29_15_03.png,I29.png,2.3,0.737,15,3
I29_15_04.png,I29.png,1.67,0.537,15,4
I29_15_05.png,I29.png,1.58,0.61,15,5
I30_15_01.png,I30.png,3.87,0.991,15,1
I30_15_02.png,I30.png,2.6,0.757,15,2
I30_15_03.png,I30.png,2.13,0.67,15,3
I30_15_04.png,I30.png,1.33,0.537,15,4
I30_15_05.png,I30.png,1.3,0.458,15,5
I31_15_01.png,I31.png,4.07,0.772,15,1
I31_15_02.png,I31.png,3.27,0.727,15,2
I31_15_03.png,I31.png,3.17,0.86,15,3
I31_15_04.png,I31.png,2.03,0.605,15,4
I31_15_05.png,I31.png,1.87,0.609,15,5
I32_15_01.png,I32.png,2.6,1.02,15,1
I32_15_02.png,I32.png,1.83,0.687,15,2
I32_15_03.png,I32.png,1.39,0.487,15,3
I32_15_04.png,I32.png,1.07,0.249,15,4
I32_15_05.png,I32.png,1.3,0.458,15,5
I33_15_01.png,I33.png,3.5,0.806,15,1
I33_15_02.png,I33.png,2.23,0.803,15,2
I33_15_03.png,I33.png,1.93,0.68,15,3
I33_15_04.png,I33.png,1.3,0.526,15,4
I33_15_05.png,I33.png,1.33,0.471,15,5
I34_15_01.png,I34.png,3.13,0.846,15,1
I34_15_02.png,I34.png,2.47,0.884,15,2
I34_15_03.png,I34.png,1.87,0.618,15,3
I34_15_04.png,I34.png,1.6,0.663,15,4
I34_15_05.png,I34.png,1.4,0.49,15,5
I35_15_01.png,I35.png,4.27,0.512,15,1
I35_15_02.png,I35.png,3.13,0.846,15,2
I35_15_03.png,I35.png,2.53,0.884,15,3
I35_15_04.png,I35.png,2.1,0.746,15,4
I35_15_05.png,I35.png,1.63,0.605,15,5
I36_15_01.png,I36.png,4.23,0.803,15,1
I36_15_02.png,I36.png,3.23,1.086,15,2
I36_15_03.png,I36.png,2.43,0.92,15,3
I36_15_04.png,I36.png,1.43,0.496,15,4
I36_15_05.png,I36.png,1.42,0.493,15,5
I37_15_01.png,I37.png,3.9,0.7,15,1
I37_15_02.png,I37.png,2.5,0.563,15,2
I37_15_03.png,I37.png,1.87,0.618,15,3
I37_15_04.png,I37.png,1.37,0.547,15,4
I37_15_05.png,I37.png,1.23,0.423,15,5
I38_15_01.png,I38.png,3.33,0.789,15,1
I38_15_02.png,I38.png,2.0,0.632,15,2
I38_15_03.png,I38.png,1.83,0.582,15,3
I38_15_04.png,I38.png,1.35,0.542,15,4
I38_15_05.png,I38.png,1.17,0.373,15,5
I39_15_01.png,I39.png,4.13,0.618,15,1
I39_15_02.png,I39.png,3.4,0.841,15,2
I39_15_03.png,I39.png,2.57,0.761,15,3
I39_15_04.png,I39.png,1.77,0.496,15,4
I39_15_05.png,I39.png,1.47,0.618,15,5
I40_15_01.png,I40.png,3.1,1.012,15,1
I40_15_02.png,I40.png,2.23,0.92,15,2
I40_15_03.png,I40.png,1.83,0.778,15,3
I40_15_04.png,I40.png,1.7,0.64,15,4
I40_15_05.png,I40.png,1.7,0.526,15,5
