dist_img,ref_img,dmos,var,type,level
I01_14_01.png,I01.png,4.57,0.616,14,1
I01_14_02.png,I01.png,3.57,1.023,14,2
I01_14_03.png,I01.png,3.13,0.846,14,3
I01_14_04.png,I01.png,2.5,0.764,14,4
I01_14_05.png,I01.png,2.27,0.68,14,5
I02_14_01.png,I02.png,4.33,0.699,14,1
I02_14_02.png,I02.png,3.37,0.836,14,2
I02_14_03.png,I02.png,2.7,0.781,14,3
I02_14_04.png,I02.png,2.33,0.869,14,4
I02_14_05.png,I02.png,2.0,0.73,14,5
I03_14_01.png,I03.png,4.4,0.554,14,1
I03_14_02.png,I03.png,3.5,0.992,14,2
I03_14_03.png,I03.png,3.03,0.948,14,3
I03_14_04.png,I03.png,2.53,0.67,14,4
I03_14_05.png,I03.png,2.17,0.582,14,5
I04_14_01.png,I04.png,4.53,0.67,14,1
I04_14_02.png,I04.png,3.23,0.883,14,2
I04_14_03.png,I04.png,2.83,0.86,14,3
I04_14_04.png,I04.png,2.4,0.917,14,4
I04_14_05.png,I04.png,2.1,0.7,14,5
I05_14_01.png,I05.png,4.37,0.482,14,1
I05_14_02.png,I05.png,4.37,0.605,14,2
I05_14_03.png,I05.png,4.47,0.562,14,3
I05_14_04.png,I05.png,4.2,0.653,14,4
I05_14_05.png,I05.png,3.61,0.904,14,5
I06_14_01.png,I06.png,4.43,0.667,14,1
I06_14_02.png,I06.png,3.63,0.795,14,2
I06_14_03.png,I06.png,3.1,0.831,14,3
I06_14_04.png,I06.png,2.7,0.823,14,4
I06_14_05.png,I06.png,2.07,0.854,14,5
I07_14_01.png,I07.png,4.1,0.588,14,1
I07_14_02.png,I07.png,2.77,0.803,14,2
I07_14_03.png,I07.png,2.6,0.841,14,3
I07_14_04.png,I07.png,2.17,0.82,14,4
I07_14_05.png,I07.png,1.6,0.554,14,5
I08_14_01.png,I08.png,4.7,0.526,14,1
I08_14_02.png,I08.png,3.6,0.757,14,2
I08_14_03.png,I08.png,2.67,0.907,14,3
I08_14_04.png,I08.png,2.6,0.663,14,4
I08_14_05.png,I08.png,2.17,0.637,14,5
I09_14_01.png,I09.png,4.33,0.978,14,1
I09_14_02.png,I09.png,3.1,0.87,14,2
I09_14_03.png,I09.png,2.9,1.075,14,3
I09_14_04.png,I09.png,2.27,0.929,14,4
I09_14_05.png,I09.png,1.63,0.706,14,5
I10_14_01.png,I10.png,4.5,0.619,14,1
I10_14_02.png,I10.png,3.2,0.909,14,2
I10_14_03.png,I10.png,2.47,0.763,14,3
I10_14_04.png,I10.png,2.07,0.68,14,4
I10_14_05.png,I10.png,1.87,0.718,14,5
I11_14_01.png,I11.png,4.57,0.616,14,1
I11_14_02.png,I11.png,3.8,0.909,14,2
I11_14_03.png,I11.png,2.8,0.792,14,3
I11_14_04.png,I11.png,2.63,0.836,14,4
I11_14_05.png,I11.png,2.23,0.616,14,5
I12_14_01.png,I12.png,4.4,0.554,14,1
I12_14_02.png,I12.png,4.47,0.562,14,2
I12_14_03.png,I12.png,3.5,0.764,14,3
I12_14_04.png,I12.png,3.19,0.737,14,4
I12_14_05.png,I12.png,2.47,0.718,14,5
I13_14_01.png,I13.png,4.37,0.605,14,1
I13_14_02.png,I13.png,3.9,1.012,14,2
I13_14_03.png,I13.png,3.4,0.917,14,3
I13_14_04.png,I13.png,2.8,0.98,14,4
I13_14_05.png,I13.png,2.3,0.823,14,5
I14_14_01.png,I14.png,3.93,1.062,14,1
I14_14_02.png,I14.png,2.77,0.844,14,2
I14_14_03.png,I14.png,2.63,0.752,14,3
I14_14_04.png,I14.png,2.37,0.795,14,4
I14_14_05.png,I14.png,2.13,0.806,14,5
I15_14_01.png,I15.png,4.03,0.752,14,1
I15_14_02.png,I15.png,3.27,1.153,14,2
I15_14_03.png,I15.png,2.67,0.943,14,3
I15_14_04.png,I15.png,2.63,0.948,14,4
I15_14_05.png,I15.png,1.87,0.67,14,5
I16_14_01.png,I16.png,4.2,0.653,14,1
I16_14_02.png,I16.png,3.17,0.898,14,2
I16_14_03.png,I16.png,3.23,0.803,14,3
I16_14_04.png,I16.png,2.27,0.772,14,4
I16_14_05.png,I16.png,1.9,0.79,14,5
I17_14_01.png,I17.png,4.5,0.563,14,1
I17_14_02.png,I17.png,4.7,0.458,14,2
I17_14_03.png,I17.png,4.5,0.563,14,3
I17_14_04.png,I17.png,4.03,0.752,14,4
I17_14_05.png,I17.png,2.53,0.806,14,5
I18_14_01.png,I18.png,4.07,0.814,14,1
I18_14_02.png,I18.png,3.03,0.875,14,2
I18_14_03.png,I18.png,2.67,0.869,14,3
I18_14_04.png,I18.png,2.23,0.761,14,4
I18_14_05.png,I18.png,1.93,0.629,14,5
I19_14_01.png,I19.png,4.2,0.748,14,1
I19_14_02.png,I19.png,3.0,0.894,14,2
I19_14_03.png,I19.png,2.57,0.844,14,3
I19_14_04.png,I19.png,2.47,0.618,14,4
I19_14_05.png,I19.png,1.73,0.573,14,5
I20_14_01.png,I20.png,4.07,0.772,14,1
I20_14_02.png,I20.png,3.37,0.795,14,2
I20_14_03.png,I20.png,3.17,0.637,14,3
I20_14_04.png,I20.png,2.43,0.616,14,4
I20_14_05.png,I20.png,2.1,0.651,14,5
I21_14_01.png,I21.png,4.47,0.618,14,1
I21_14_02.png,I21.png,3.52,0.875,14,2
I21_14_03.png,I21.png,3.07,0.814,14,3
I21_14_04.png,I21.png,2.73,0.727,14,4
I21_14_05.png,I21.png,2.27,0.727,14,5
I22_14_01.png,I22.png,4.53,0.618,14,1
I22_14_02.png,I22.png,3.23,0.94,14,2
I22_14_03.png,I22.png,3.0,0.856,14,3
I22_14_04.png,I22.png,2.61,0.904,14,4
I22_14_05.png,I22.png,1.97,0.706,14,5
I23_14_01.png,I23.png,4.53,0.67,14,1
I23_14_02.png,I23.png,3.47,0.921,14,2
I23_14_03.png,I23.png,3.03,0.948,14,3
I23_14_04.png,I23.png,2.9,0.978,14,4
I23_14_05.png,I23.png,2.27,0.629,14,5
I24_14_01.png,I24.png,4.3,0.64,14,1
I24_14_02.png,I24.png,2.97,0.836,14,2
I24_14_03.png,I24.png,2.8,0.98,14,3
I24_14_04.png,I24.png,2.3,0.69,14,4
I24_14_05.png,I24.png,1.93,0.629,14,5
I25_14_01.png,I25.png,4.57,0.496,14,1
I25_14_02.png,I25.png,4.03,0.752,14,2
I25_14_03.png,I25.png,3.63,1.14,14,3
I25_14_04.png,I25.png,2.27,0.629,14,4
I25_14_05.png,I25.png,1.83,0.637,14,5
I26_14_01.png,I26.png,4.67,0.471,14,1
I26_14_02.png,I26.png,3.84,0.795,14,2
I26_14_03.png,I26.png,3.03,0.836,14,3
I26_14_04.png,I26.png,2.73,0.772,14,4
I26_14_05.png,I26.png,2.23,0.761,14,5
I27_14_01.png,I27.png,3.67,0.83,14,1
I27_14_02.png,I27.png,2.97,0.875,14,2
I27_14_03.png,I27.png,2.16,0.723,14,3
I27_14_04.png,I27.png,2.1,0.746,14,4
I27_14_05.png,I27.png,1.63,0.657,14,5
I28_14_01.png,I28.png,4.57,0.716,14,1
