dist_img,ref_img,dmos,var,type,level
I01_12_01.png,I01.png,4.43,0.559,12,1
I01_12_02.png,I01.png,3.7,0.69,12,2
I01_12_03.png,I01.png,2.77,0.883,12,3
I01_12_04.png,I01.png,2.37,0.836,12,4
I01_12_05.png,I01.png,1.97,0.547,12,5
I02_12_01.png,I02.png,4.63,0.547,12,1
I02_12_02.png,I02.png,4.06,0.84,12,2
I02_12_03.png,I02.png,3.67,0.83,12,3
I02_12_04.png,I02.png,2.6,0.8,12,4
I02_12_05.png,I02.png,2.37,0.706,12,5
I03_12_01.png,I03.png,4.57,0.496,12,1
I03_12_02.png,I03.png,3.87,0.763,12,2
I03_12_03.png,I03.png,3.17,0.734,12,3
I03_12_04.png,I03.png,2.9,0.907,12,4
I03_12_05.png,I03.png,2.6,0.917,12,5
I04_12_01.png,I04.png,4.33,0.699,12,1
I04_12_02.png,I04.png,3.27,0.814,12,2
I04_12_03.png,I04.png,3.2,0.792,12,3
I04_12_04.png,I04.png,2.5,0.806,12,4
I04_12_05.png,I04.png,2.2,0.542,12,5
I05_12_01.png,I05.png,4.53,0.499,12,1
I05_12_02.png,I05.png,4.43,0.761,12,2
I05_12_03.png,I05.png,4.06,0.669,12,3
I05_12_04.png,I05.png,3.03,0.836,12,4
I05_12_05.png,I05.png,2.8,0.833,12,5
I06_12_01.png,I06.png,4.55,0.614,12,1
I06_12_02.png,I06.png,3.7,0.823,12,2
I06_12_03.png,I06.png,3.2,0.833,12,3
I06_12_04.png,I06.png,2.87,0.618,12,4
I06_12_05.png,I06.png,2.33,0.745,12,5
I07_12_01.png,I07.png,4.23,0.955,12,1
I07_12_02.png,I07.png,3.13,0.957,12,2
I07_12_03.png,I07.png,2.77,0.989,12,3
I07_12_04.png,I07.png,2.4,0.712,12,4
I07_12_05.png,I07.png,2.06,0.788,12,5
I08_12_01.png,I08.png,4.43,0.761,12,1
I08_12_02.png,I08.png,3.5,1.088,12,2
I08_12_03.png,I08.png,2.93,0.854,12,3
I08_12_04.png,I08.png,2.37,0.547,12,4
I08_12_05.png,I08.png,2.4,0.712,12,5
I09_12_01.png,I09.png,4.67,0.471,12,1
I09_12_02.png,I09.png,3.77,0.989,12,2
I09_12_03.png,I09.png,2.83,0.969,12,3
I09_12_04.png,I09.png,2.7,0.737,12,4
I09_12_05.png,I09.png,2.2,0.702,12,5
