dist_img,ref_img,dmos,var,type,level
I01_19_01.png,I01.png,4.53,0.499,19,1
I01_19_02.png,I01.png,3.93,0.727,19,2
I01_19_03.png,I01.png,2.77,0.803,19,3
I01_19_04.png,I01.png,1.53,0.562,19,4
I01_19_05.png,I01.png,1.37,0.482,19,5
I02_19_01.png,I02.png,4.17,0.778,19,1
I02_19_02.png,I02.png,4.0,0.73,19,2
I02_19_03.png,I02.png,3.23,0.955,19,3
I02_19_04.png,I02.png,1.57,0.496,19,4
I02_19_05.png,I02.png,1.3,0.458,19,5
I03_19_01.png,I03.png,4.17,0.734,19,1
I03_19_02.png,I03.png,3.33,0.699,19,2
I03_19_03.png,I03.png,3.17,0.934,19,3
I03_19_04.png,I03.png,1.77,0.667,19,4
I03_19_05.png,I03.png,1.37,0.482,19,5
I04_19_01.png,I04.png,4.33,0.537,19,1
I04_19_02.png,I04.png,3.9,0.907,19,2
I04_19_03.png,I04.png,3.03,0.822,19,3
I04_19_04.png,I04.png,1.6,0.611,19,4
I04_19_05.png,I04.png,1.33,0.471,19,5
I05_19_01.png,I05.png,4.03,0.657,19,1
I05_19_02.png,I05.png,3.53,0.718,19,2
I05_19_03.png,I05.png,3.13,0.718,19,3
I05_19_04.png,I05.png,2.0,0.816,19,4
I05_19_05.png,I05.png,1.23,0.423,19,5
I06_19_01.png,I06.png,4.4,0.663,19,1
I06_19_02.png,I06.png,4.6,0.49,19,2
I06_19_03.png,I06.png,3.43,0.559,19,3
I06_19_04.png,I06.png,2.2,0.792,19,4
I06_19_05.png,I06.png,1.5,0.563,19,5
I07_19_01.png,I07.png,4.43,0.667,19,1
I07_19_02.png,I07.png,4.5,0.619,19,2
I07_19_03.png,I07.png,3.5,0.922,19,3
I07_19_04.png,I07.png,1.93,0.772,19,4
I07_19_05.png,I07.png,1.37,0.605,19,5
I08_19_01.png,I08.png,4.7,0.64,19,1
I08_19_02.png,I08.png,4.43,0.716,19,2
I08_19_03.png,I08.png,4.17,0.86,19,3
I08_19_04.png,I08.png,1.87,0.763,19,4
I08_19_05.png,I08.png,1.35,0.478,19,5
I09_19_01.png,I09.png,4.17,0.687,19,1
I09_19_02.png,I09.png,3.83,0.734,19,2
I09_19_03.png,I09.png,3.43,0.989,19,3
I09_19_04.png,I09.png,1.83,0.687,19,4
I09_19_05.png,I09.png,1.27,0.512,19,5
I10_19_01.png,I10.png,4.63,0.547,19,1
I10_19_02.png,I10.png,4.23,0.716,19,2
I10_19_03.png,I10.png,3.43,0.883,19,3
I10_19_04.png,I10.png,1.63,0.657,19,4
I10_19_05.png,I10.png,1.2,0.4,19,5
I11_19_01.png,I11.png,4.3,0.458,19,1
I11_19_02.png,I11.png,4.23,0.496,19,2
I11_19_03.png,I11.png,3.13,0.751,19,3
I11_19_04.png,I11.png,1.87,0.67,19,4
I11_19_05.png,I11.png,1.4,0.49,19,5
I12_19_01.png,I12.png,4.1,0.651,19,1
I12_19_02.png,I12.png,4.13,0.562,19,2
I12_19_03.png,I12.png,2.9,0.831,19,3
I12_19_04.png,I12.png,1.47,0.499,19,4
I12_19_05.png,I12.png,1.2,0.4,19,5
I13_19_01.png,I13.png,4.3,0.69,19,1
I13_19_02.png,I13.png,3.77,0.716,19,2
I13_19_03.png,I13.png,3.17,0.687,19,3
I13_19_04.png,I13.png,1.97,0.605,19,4
I13_19_05.png,I13.png,1.47,0.618,19,5
I14_19_01.png,I14.png,4.27,0.512,19,1
I14_19_02.png,I14.png,4.07,0.772,19,2
I14_19_03.png,I14.png,3.07,0.814,19,3
I14_19_04.png,I14.png,2.07,0.727,19,4
I14_19_05.png,I14.png,1.43,0.559,19,5
I15_19_01.png,I15.png,3.93,0.772,19,1
I15_19_02.png,I15.png,4.07,0.442,19,2
I15_19_03.png,I15.png,3.03,0.706,19,3
I15_19_04.png,I15.png,1.77,0.559,19,4
I15_19_05.png,I15.png,1.27,0.442,19,5
I16_19_01.png,I16.png,4.13,0.793,19,1
I16_19_02.png,I16.png,3.6,0.841,19,2
I16_19_03.png,I16.png,3.43,0.667,19,3
I16_19_04.png,I16.png,1.57,0.616,19,4
I16_19_05.png,I16.png,1.17,0.373,19,5
I17_19_01.png,I17.png,4.1,0.473,19,1
I17_19_02.png,I17.png,3.9,0.539,19,2
I17_19_03.png,I17.png,2.8,0.792,19,3
I17_19_04.png,I17.png,1.43,0.559,19,4
I17_19_05.png,I17.png,1.23,0.496,19,5
I18_19_01.png,I18.png,4.6,0.554,19,1
I18_19_02.png,I18.png,4.27,0.68,19,2
I18_19_03.png,I18.png,3.57,0.955,19,3
I18_19_04.png,I18.png,2.1,0.831,19,4
I18_19_05.png,I18.png,1.3,0.458,19,5
I19_19_01.png,I19.png,4.27,0.772,19,1
I19_19_02.png,I19.png,3.83,0.687,19,2
I19_19_03.png,I19.png,2.67,0.789,19,3
I19_19_04.png,I19.png,1.57,0.559,19,4
I19_19_05.png,I19.png,1.19,0.395,19,5
I20_19_01.png,I20.png,4.6,0.663,19,1
I20_19_02.png,I20.png,4.23,0.616,19,2
I20_19_03.png,I20.png,3.37,0.948,19,3
I20_19_04.png,I20.png,1.93,0.772,19,4
I20_19_05.png,I20.png,1.37,0.547,19,5
I21_19_01.png,I21.png,4.3,0.64,19,1
I21_19_02.png,I21.png,3.77,0.616,19,2
I21_19_03.png,I21.png,2.77,0.803,19,3
I21_19_04.png,I21.png,1.67,0.596,19,4
I21_19_05.png,I21.png,1.07,0.249,19,5
I22_19_01.png,I22.png,4.63,0.482,19,1
I22_19_02.png,I22.png,4.23,0.496,19,2
I22_19_03.png,I22.png,3.77,0.761,19,3
I22_19_04.png,I22.png,2.27,0.814,19,4
I22_19_05.png,I22.png,1.5,0.5,19,5
I23_19_01.png,I23.png,4.6,0.49,19,1
I23_19_02.png,I23.png,4.4,0.663,19,2
I23_19_03.png,I23.png,3.4,0.8,19,3
I23_19_04.png,I23.png,1.77,0.559,19,4
I23_19_05.png,I23.png,1.23,0.423,19,5
I24_19_01.png,I24.png,4.67,0.596,19,1
I24_19_02.png,I24.png,4.5,0.671,19,2
I24_19_03.png,I24.png,4.07,0.892,19,3
I24_19_04.png,I24.png,2.67,0.869,19,4
I24_19_05.png,I24.png,1.53,0.499,19,5
I25_19_01.png,I25.png,4.77,0.423,19,1
I25_19_02.png,I25.png,4.33,0.537,19,2
I25_19_03.png,I25.png,4.3,0.781,19,3
I25_19_04.png,I25.png,2.63,0.983,19,4
I25_19_05.png,I25.png,1.73,0.68,19,5
I26_19_01.png,I26.png,4.27,0.814,19,1
I26_19_02.png,I26.png,3.6,0.8,19,2
I26_19_03.png,I26.png,2.87,0.763,19,3
I26_19_04.png,I26.png,1.77,0.616,19,4
I26_19_05.png,I26.png,1.1,0.3,19,5
I27_19_01.png,I27.png,4.03,0.875,19,1
I27_19_02.png,I27.png,3.8,0.702,19,2
I27_19_03.png,I27.png,2.5,0.719,19,3
I27_19_04.png,I27.png,1.53,0.718,19,4
I27_19_05.png,I27.png,1.1,0.3,19,5
I28_19_01.png,I28.png,4.5,0.671,19,1
I28_19_02.png,I28.png,4.43,0.616,19,2
I28_19_03.png,I28.png,3.77,0.716,19,3
I28_19_04.png,I28.png,2.23,0.667,19,4
I28_19_05.png,I28.png,1.53,0.499,19,5
I29_19_01.png,I29.png,4.71,0.454,19,1
I29_19_02.png,I29.png,4.23,0.423,19,2
I29_19_03.png,I29.png,4.0,0.577,19,3
I29_19_04.png,I29.png,2.1,0.7,19,4
I29_19_05.png,I29.png,1.27,0.442,19,5
I30_19_01.png,I30.png,4.9,0.3,19,1
I30_19_02.png,I30.png,4.6,0.49,19,2
I30_19_03.png,I30.png,4.27,0.727,19,3
I30_19_04.png,I30.png,2.53,1.024,19,4
I30_19_05.png,I30.png,1.83,0.453,19,5
I31_19_01.png,I31.png,4.23,0.667,19,1
I31_19_02.png,I31.png,4.1,0.7,19,2
I31_19_03.png,I31.png,3.48,0.666,19,3
I31_19_04.png,I31.png,2.07,0.772,19,4
I31_19_05.png,I31.png,1.4,0.611,19,5
I32_19_01.png,I32.png,4.57,0.616,19,1
I32_19_02.png,I32.png,4.1,0.79,19,2
I32_19_03.png,I32.png,3.4,0.757,19,3
I32_19_04.png,I32.png,2.0,0.816,19,4
I32_19_05.png,I32.png,1.32,0.532,19,5
I33_19_01.png,I33.png,4.3,0.69,19,1
I33_19_02.png,I33.png,3.9,0.907,19,2
I33_19_03.png,I33.png,3.0,0.73,19,3
I33_19_04.png,I33.png,1.43,0.559,19,4
I33_19_05.png,I33.png,1.13,0.34,19,5
I34_19_01.png,I34.png,4.4,0.554,19,1
I34_19_02.png,I34.png,4.2,0.542,19,2
I34_19_03.png,I34.png,3.65,0.698,19,3
I34_19_04.png,I34.png,1.77,0.559,19,4
I34_19_05.png,I34.png,1.37,0.482,19,5
I35_19_01.png,I35.png,4.67,0.471,19,1
I35_19_02.png,I35.png,4.43,0.616,19,2
I35_19_03.png,I35.png,3.47,0.957,19,3
I35_19_04.png,I35.png,2.17,0.82,19,4
I35_19_05.png,I35.png,1.53,0.499,19,5
I36_19_01.png,I36.png,4.77,0.423,19,1
I36_19_02.png,I36.png,3.8,0.833,19,2
I36_19_03.png,I36.png,3.07,0.892,19,3
I36_19_04.png,I36.png,1.7,0.737,19,4
I36_19_05.png,I36.png,1.37,0.482,19,5
I37_19_01.png,I37.png,4.5,0.671,19,1
I37_19_02.png,I37.png,4.3,0.737,19,2
I37_19_03.png,I37.png,3.17,0.86,19,3
I37_19_04.png,I37.png,1.53,0.718,19,4
I37_19_05.png,I37.png,1.2,0.4,19,5
I38_19_01.png,I38.png,4.5,0.5,19,1
