dist_img,ref_img,dmos,var,type,level
I01_11_01.png,I01.png,4.03,0.948,11,1
I01_11_02.png,I01.png,3.27,0.814,11,2
I01_11_03.png,I01.png,2.67,0.745,11,3
I01_11_04.png,I01.png,2.27,0.772,11,4
I01_11_05.png,I01.png,2.37,0.752,11,5
I02_11_01.png,I02.png,4.27,0.929,11,1
I02_11_02.png,I02.png,3.7,0.936,11,2
I02_11_03.png,I02.png,3.4,0.841,11,3
I02_11_04.png,I02.png,2.73,0.772,11,4
I02_11_05.png,I02.png,2.3,0.69,11,5
I03_11_01.png,I03.png,3.97,0.836,11,1
I03_11_02.png,I03.png,3.6,0.757,11,2
I03_11_03.png,I03.png,3.27,0.854,11,3
I03_11_04.png,I03.png,2.93,0.929,11,4
I03_11_05.png,I03.png,2.5,0.847,11,5
I04_11_01.png,I04.png,3.63,0.912,11,1
I04_11_02.png,I04.png,3.57,0.803,11,2
I04_11_03.png,I04.png,3.03,0.836,11,3
I04_11_04.png,I04.png,2.4,0.663,11,4
I04_11_05.png,I04.png,2.3,0.64,11,5
I05_11_01.png,I05.png,4.4,0.841,11,1
I05_11_02.png,I05.png,4.23,0.791,11,2
I05_11_03.png,I05.png,3.83,1.098,11,3
I05_11_04.png,I05.png,3.33,0.789,11,4
I05_11_05.png,I05.png,2.53,0.806,11,5
I06_11_01.png,I06.png,4.07,0.772,11,1
I06_11_02.png,I06.png,3.4,0.917,11,2
I06_11_03.png,I06.png,2.93,0.854,11,3
I06_11_04.png,I06.png,2.83,0.934,11,4
I06_11_05.png,I06.png,2.13,0.806,11,5
I07_11_01.png,I07.png,3.35,0.9,11,1
I07_11_02.png,I07.png,2.7,0.862,11,2
I07_11_03.png,I07.png,2.6,0.879,11,3
I07_11_04.png,I07.png,2.34,0.814,11,4
I07_11_05.png,I07.png,2.23,0.667,11,5
I08_11_01.png,I08.png,3.47,0.846,11,1
I08_11_02.png,I08.png,2.97,1.016,11,2
I08_11_03.png,I08.png,2.53,0.718,11,3
I08_11_04.png,I08.png,2.52,0.615,11,4
I08_11_05.png,I08.png,2.17,0.734,11,5
I09_11_01.png,I09.png,4.3,0.64,11,1
I09_11_02.png,I09.png,3.33,0.943,11,2
I09_11_03.png,I09.png,3.0,1.125,11,3
I09_11_04.png,I09.png,2.53,0.718,11,4
I09_11_05.png,I09.png,2.1,0.651,11,5
I10_11_01.png,I10.png,3.1,0.79,11,1
I10_11_02.png,I10.png,2.9,0.597,11,2
I10_11_03.png,I10.png,2.83,0.687,11,3
I10_11_04.png,I10.png,2.27,0.772,11,4
I10_11_05.png,I10.png,1.8,0.792,11,5
I11_11_01.png,I11.png,3.97,0.706,11,1
I11_11_02.png,I11.png,2.9,0.893,11,2
I11_11_03.png,I11.png,2.8,0.748,11,3
I11_11_04.png,I11.png,2.47,0.562,11,4
I11_11_05.png,I11.png,2.13,0.718,11,5
I12_11_01.png,I12.png,4.48,0.615,11,1
I12_11_02.png,I12.png,4.0,0.856,11,2
I12_11_03.png,I12.png,3.83,0.82,11,3
I12_11_04.png,I12.png,3.07,0.772,11,4
I12_11_05.png,I12.png,2.53,0.763,11,5
I13_11_01.png,I13.png,3.83,0.898,11,1
I13_11_02.png,I13.png,3.48,0.979,11,2
I13_11_03.png,I13.png,3.1,0.79,11,3
I13_11_04.png,I13.png,2.63,0.752,11,4
I13_11_05.png,I13.png,2.13,0.67,11,5
I14_11_01.png,I14.png,3.9,0.539,11,1
I14_11_02.png,I14.png,3.03,0.657,11,2
I14_11_03.png,I14.png,2.7,0.737,11,3
I14_11_04.png,I14.png,2.43,0.716,11,4
I14_11_05.png,I14.png,2.3,0.781,11,5
I15_11_01.png,I15.png,3.83,1.098,11,1
I15_11_02.png,I15.png,3.63,1.016,11,2
I15_11_03.png,I15.png,2.8,0.872,11,3
I15_11_04.png,I15.png,2.6,1.052,11,4
I15_11_05.png,I15.png,2.3,0.69,11,5
I16_11_01.png,I16.png,4.03,0.983,11,1
I16_11_02.png,I16.png,3.17,0.82,11,2
I16_11_03.png,I16.png,2.9,0.87,11,3
I16_11_04.png,I16.png,2.19,0.534,11,4
I16_11_05.png,I16.png,2.07,0.629,11,5
I17_11_01.png,I17.png,4.5,0.563,11,1
I17_11_02.png,I17.png,4.5,0.5,11,2
I17_11_03.png,I17.png,4.2,0.833,11,3
I17_11_04.png,I17.png,3.43,0.844,11,4
I17_11_05.png,I17.png,2.87,0.957,11,5
I18_11_01.png,I18.png,3.7,0.64,11,1
I18_11_02.png,I18.png,3.17,0.86,11,2
I18_11_03.png,I18.png,2.83,0.687,11,3
I18_11_04.png,I18.png,2.5,0.719,11,4
I18_11_05.png,I18.png,2.07,0.573,11,5
I19_11_01.png,I19.png,3.73,0.772,11,1
I19_11_02.png,I19.png,3.33,0.83,11,2
I19_11_03.png,I19.png,2.7,0.862,11,3
I19_11_04.png,I19.png,2.3,0.69,11,4
I19_11_05.png,I19.png,1.87,0.718,11,5
I20_11_01.png,I20.png,3.47,0.763,11,1
I20_11_02.png,I20.png,3.2,0.909,11,2
I20_11_03.png,I20.png,2.6,0.554,11,3
I20_11_04.png,I20.png,2.57,0.955,11,4
I20_11_05.png,I20.png,1.87,0.846,11,5
I21_11_01.png,I21.png,3.53,0.618,11,1
I21_11_02.png,I21.png,3.33,0.699,11,2
I21_11_03.png,I21.png,2.87,0.763,11,3
I21_11_04.png,I21.png,2.3,0.823,11,4
I21_11_05.png,I21.png,2.2,0.653,11,5
I22_11_01.png,I22.png,3.8,0.833,11,1
I22_11_02.png,I22.png,2.97,0.795,11,2
I22_11_03.png,I22.png,2.8,0.792,11,3
I22_11_04.png,I22.png,2.93,0.772,11,4
I22_11_05.png,I22.png,2.27,0.814,11,5
I23_11_01.png,I23.png,4.17,0.86,11,1
I23_11_02.png,I23.png,4.0,0.856,11,2
I23_11_03.png,I23.png,3.3,0.971,11,3
I23_11_04.png,I23.png,2.93,0.727,11,4
I23_11_05.png,I23.png,2.63,0.752,11,5
I24_11_01.png,I24.png,3.53,0.957,11,1
I24_11_02.png,I24.png,3.07,0.929,11,2
I24_11_03.png,I24.png,2.7,0.971,11,3
I24_11_04.png,I24.png,2.53,0.957,11,4
I24_11_05.png,I24.png,1.97,0.547,11,5
I25_11_01.png,I25.png,4.1,0.79,11,1
I25_11_02.png,I25.png,3.5,0.957,11,2
I25_11_03.png,I25.png,2.9,0.831,11,3
I25_11_04.png,I25.png,2.77,0.761,11,4
I25_11_05.png,I25.png,2.37,0.912,11,5
I26_11_01.png,I26.png,3.9,0.7,11,1
I26_11_02.png,I26.png,3.3,0.936,11,2
I26_11_03.png,I26.png,3.27,0.892,11,3
I26_11_04.png,I26.png,2.8,0.833,11,4
I26_11_05.png,I26.png,2.47,0.763,11,5
I27_11_01.png,I27.png,3.23,0.844,11,1
I27_11_02.png,I27.png,3.0,0.718,11,2
I27_11_03.png,I27.png,2.63,0.706,11,3
I27_11_04.png,I27.png,2.33,0.65,11,4
I27_11_05.png,I27.png,1.87,0.618,11,5
I28_11_01.png,I28.png,4.1,0.79,11,1
I28_11_02.png,I28.png,3.47,0.884,11,2
I28_11_03.png,I28.png,2.93,0.964,11,3
I28_11_04.png,I28.png,2.7,0.971,11,4
I28_11_05.png,I28.png,2.33,0.83,11,5
I29_11_01.png,I29.png,3.8,0.748,11,1
I29_11_02.png,I29.png,3.37,1.016,11,2
I29_11_03.png,I29.png,3.2,0.945,11,3
I29_11_04.png,I29.png,2.9,0.943,11,4
I29_11_05.png,I29.png,2.37,0.706,11,5
I30_11_01.png,I30.png,3.67,0.907,11,1
I30_11_02.png,I30.png,3.2,0.872,11,2
I30_11_03.png,I30.png,2.97,0.752,11,3
I30_11_04.png,I30.png,2.73,0.629,11,4
I30_11_05.png,I30.png,2.32,0.642,11,5
I31_11_01.png,I31.png,3.87,0.87,11,1
I31_11_02.png,I31.png,3.57,0.92,11,2
I31_11_03.png,I31.png,3.13,0.991,11,3
I31_11_04.png,I31.png,2.87,0.846,11,4
I31_11_05.png,I31.png,2.43,0.716,11,5
I32_11_01.png,I32.png,3.27,0.892,11,1
I32_11_02.png,I32.png,2.73,0.814,11,2
I32_11_03.png,I32.png,2.5,0.885,11,3
I32_11_04.png,I32.png,2.3,0.781,11,4
